sku,store_view_code,name,description,short_description
24-WB06,luma_se_sv,Endeavour Dagturssäck,"<P> Med mer utrymme än det verkar, kommer Endeavour dagturssäck hålla en hel dags värde av böcker, pärmar och träningskläder. Det rymliga huvudfack innefattar en dedikerad datorfodral. Två andra fack erbjuder extra förvaringsutrymme. </ P>
<Ul>
<Li> Skumvadderade justerbara axelremmar. </ Li>
<Li> 900D polyester. </ Li>
<Li> Förstoringar blixtlås. </ Li>
<Li> Locker slinga. </ Li>
</ Ul>",
24-WB03,luma_se_sv,Driven Ryggsäck,"<P> Skolböcker, läger redskap och yogakläder klara sig alldeles utmärkt i all-purpose Driven ryggsäck. Utformad med tuff polyester ripstop, det utrustade med gummerade ändpaneler och vadderade, justerbara axelband. Den rymliga huvudfacket funktioner gjuten skum fickor som värd allt du behöver. </ P>
<Ul>
<Li> Större huvud- och små zip fack. </ Li>
<Li> Justerbara, vadderade remmar. </ Li>
<Li> interiör foam fickor. </ Li>
<Li> Exteriör fack med blixtlås. </ Li>
<Li> Vänster sport flaska ficka. </ Li>
<Li> Survival växel säljs separat. </ Li>
</ Ul>",
24-WB07,luma_se_sv,Overnight Duffleväska,"<P> För långa helger bort, campingutflykter och affärsresor, Overnight Duffle kan inte bli bättre. De dubbla handtag gör det enkelt att bära, medan den hållbara vattentäta yttre hjälper du oroa mindre om vädret. Med flera organisatoriska fickor inne och ute, det är den perfekta reskamraten. </ P>
<Ul>
<Li> Dubbeltopp handtag. </ Li>
<Li> W 15"" x H 15"" x D 9"" . </ Li>
</ Ul>",
24-WB04,luma_se_sv,Push It Kurirväska,"<P> Namnet säger så, men Push Det Messenger Bag är mycket mer än en hektisk pendlare toto. Det är en garderob hemifrån när du trampa från klass eller arbete gym och tillbaka eller hem igen. Det är den perfekta storleken och formen för laptop, vikta kläder, även extra skor. </ P>
<Ul>
<Li> Justerbar crossbody rem. </ Li>
<Li> Top handtag. </ Li>
<Li> Blixtlåsförsedd innerficka. </ Li>
<Li> förslutningar Secure clip. </ Li>
<Li> Hållbar vävkonstruktion. </ Li>
</ Ul>",
24-UG06,luma_se_sv,Affirm Vattenflaska,"<P> Du bor hydrerad med lätthet med bekräftar Vattenflaska vid din sida eller i handen. Mätningar på hjälp utifrån dig att hålla koll på hur mycket du dricker, medan skruvlock förhindrar spill. En metallkarbinhaken tillåter dig att fästa den på utsidan av en ryggsäck eller väska för enkel åtkomst. </ P>
<Ul>
<Li> Tillverkad av plast. </ Li>
<Li> spårförsedda sidor för ett enkelt grepp. </ Li>
</ Ul>",
24-UG07,luma_se_sv,Kardioball Dubbelt Handtag,"<P> Gör det mesta av din begränsade tränings fönster med vår dubbla handtag Cardio Ball. Den 15-lb bollen maximerar ansträngningen-inverkan på buken, överarmen och lägre kroppens muskler. Den har ett handtag på varje sida för ett företag, säkert grepp. </ P>
<Ul>
<Li> Hållbart plastskal med sand fyllning.
<Li> Två handtag.
<Li> 6,8 Kg
</ Ul>",
24-UG04,luma_se_sv,Zing Hopprep,"<P> En av världens enklaste och mest bärbara träningsenheter, ett hopprep möjliggör oändliga variationer och fitness utgång. Den Zing hopprep går någonstans och kan användas när som helst. Det är justerbar i längd och har en kontur skum handtag för ett bra grepp. </ P>
<Ul>
<li> Profilerade skum handtag.
<Li> Justerbar längd.
</ Ul>",
24-UG02,luma_se_sv,Pursuit Lumaflex™ Hopprep,"<P> spara dina knän och leder samtidigt stärka armar, ben och kärna med Pursuit Lumaflex ™ Tone Band. Denna ultra hållbara träningsverktyg kan du fylla i en full body workout utan skrymmande maskiner eller fria vikter. </ P>
<Ul>
<Li> Hem och / eller gym användning. </ Li>
<Li> ergonomiska handtag. </ Li>
</ Ul>",
24-UG05,luma_se_sv,Go-Get'r Armhävninger Grepp,"<P> Go-Get'r armhävningsgrepp tillhandahålla den extra rörelseomfång som behövs för en djupdopp rutin targeting kärna, axlar, bröstkorgen och armstyrka säkert. Gör färre pushups använder mer energi, att få bättre resultat snabbare än standardgolvnivå teknik avkastning. </ P>
<Ul>
<Li> Hållbar skumgrepp. </ Li>
<Li> Stödjande bas. </ Li>
</ Ul>",
24-UG01,luma_se_sv,Quest Lumaflex ™ Band,"<P> Från förlängningar ben och stående knäböj till ett komplett utbud av golvrutiner, Quest Strength Band ger din egen personliga gym med dig överallt. Designad för att lägga till extra motstånd mot varje träningspass, hjälper denna styrka band du tonen och definiera dina muskler. Du kommer att älska den extra komforten av dess grippy handtag och justerbar design. </ P>
<Ul>
<Li> Justerar från 30"" till 55"" .
<li> greppvänlig komfort handtag.
<Li> Stretchig gummikonstruktion.
</ Ul>",
24-WG084,luma_se_sv,Sprite Foam Yoga Block,"<P> Vårt mest sålda yoga prop, 4-tums högkvalitativ Sprite Foam Yoga Brick är populär bland yoga nybörjare och studio proffs. En väsentlig yoga tillbehör, är yoga tegel ett viktigt verktyg för att hitta balans och inriktning i många vanliga yogaställningar. Välj mellan 5 färgalternativ. </ P>
<Ul>
<Li> Standard Stor Storlek: 4"" x 6"" x 9"" .
<Li> avfasade kanter för idealisk kontur grepp.
<Li> Hållbar och mjuk, reptålig skum.
<Li> Individuellt förpackade.
<li> Tio färgval.
</ Ul>",
24-WG088,luma_se_sv,,"<P> Det gör ont så bra att använda Sprite Foam Roller på ömmande, trötta muskler för myofasciellt massage. Eller så kan du lägga till denna grundläggande bit till Pilates och yoga accouterment, eller tillämpa mot bålstabilitet, stärka och balans. </ P>
<Ul>
<Li> 6 '' bred och 12 '' lång. </ Li>
<Li> Säker för myofasciellt release. </ Li>
<Li> EPP eller PE foam alternativ. </ Li>
<Li> Solid, täta, skum med slutna celler. </ Li>
</ Ul>",
24-UG03,luma_se_sv,Harmoni Lumaflex ™ Styrka Band Kit,"<P> Glöm snygga maskiner och dyra medlemskap - Harmony Lumaflex ™ Stength Band Kit är allt du behöver för en fantastisk träning. Satsen har allt du behöver för en rad stärka och toning övningar. </ P>
<Ul>
<Li> Tre flex band. </ Li>
<Li> texturerat, ergonomiska handtag. </ Li>
<Li> Justerbara längder. </ Li>
<Li> Mesh bärväska ingår. </ Li>
</ Ul>",
24-MG04,luma_se_sv,Aim Analog Armbandsur,"<P> Stay ljusår före konkurrenterna med vårt mål Analog Watch. Den flexibla, gummerad rem är formad för att överensstämma med formen på handleden för en bekväm hela dagen passform. Ansiktet har tre upplysta händer, en digital avläsning av den aktuella tiden och stoppur funktioner. </ P>
<Ul>
<Li> japanska kvarts rörlighet. </ Li>
<Li> Strap passar 7"" till 8,0"" . </ Li>
</ Ul>",
24-MG01,luma_se_sv,Endurance Armbandsur,"<P> Det är lätt att spåra och övervaka din träning framsteg med Endurance Watch. Du ser standard information som tid, datum och veckodag, men det fungerar även för allvarliga hög körsträcka athete. Varvräknaren, stoppur, distans, puls, hastighet / tempo, kadens och höjd </ p>
<Ul>
<Li> Digital display. </ Li>
<Li> LED-bakgrundsbelysning. </ Li>
<Li> Strap passar 7"" till 10"" . </ Li>
<Li> 1 års garanti. </ Li>
<Li> Kommer med polerad metall fall. </ Li>
</ Ul>",
24-MG03,luma_se_sv,Summit Armbandsur,"<P> Trek högt och lågt i den attraktiva Summit Watch, som presenterar en digital LED-display med tid och datum, stoppur, varvräknaren, och 3-sekunders bakgrundsbelysning. Det kan också beräkna antalet åtgärder som vidtagits och förbrända kalorier. </ P>
<Ul>
<Li> Borstad metall fall. </ Li>
<Li> Vatten resistent (100 meter). </ Li>
<Li> Buckle lås. </ Li>
<Li> Strap passar 7"" - 10"" . </ Li>
<Li> 1 års garanti. </ Li>
</ Ul>",
24-MG05,luma_se_sv,Cruise Dual Analog Armbandsur,"<P> Oavsett om du reser eller vill du var, du kommer aldrig att låta tidszoner perplex du igen med Cruise Dual Analog Watch. Den tjocka, justerbart band lovar en bekväm, personlig passform till denna stilrena, moderna tid pjäs. </ P>
<Ul>
<Li> Två rattar. </ Li>
<Li> Rostfritt stål fallet. </ Li>
<Li> Justerbar läder band. </ Li>
</ Ul>",
24-MG02,luma_se_sv,Dash Digital Armbandsur,"<P> Dash Digital Watch kommer att utmana dig att driva hårdare och längre. Log träning efter datum, i genomsnitt, och tider segmentet, och ladda genom att fukt och näring larm. Denna klocka är formaterad med en snygg, fyrkantigt ansikte och slitstarkt gummi rem för en lång livslängd. </ P>
<Ul>
<Li> Digital display. </ Li>
<Li> LED-bakgrundsbelysning. </ Li>
<Li> Gummi rem med spänne lås. </ Li>
<Li> 1 års garanti. </ Li>",
24-WG09,luma_se_sv,Luma Analog Armbandsur,"<P> Designad för att stå upp mot en aktiv livsstil, detta kvinnors Luma Analog Watch har en smakfull borstad krom finish och rostfritt stål, vattentålig konstruktion för hållbarhet. </ P>
<Ul>
<Li> Precisions Miyota® tre-handrörelse. </ Li>
</ Ul>",
24-WG01,luma_se_sv,Bolo Sport Armbandsur,"<P> Bolo Sport Watch är snygg, sportig och storlek precis rätt för att passa din mindre handleden. Lätt att läsa och ställa in, det har en stor digital ansikte och knapp aktiverade larm och stoppur. De mjuka harts band lovar ingen nypa komfort, medan vattentäta designen kan du ta din träning till poolen. </ P>
<Ul>
<Li> visar tid, dag och datum. </ Li>
<Li> Tvåfärgad design. </ Li>
<Li> 12/24 timmars format. </ Li>
<Li> Nickel-fri spänne på bandet. </ Li>
<Li> Batteri ingår. </ Li>
</ Ul>",
24-WG03,luma_se_sv,Clamber Armbandsur,"<P> Håll koll på tid på löpbandet eller spår med vår klättra Watch. Den flexibla, gummerad rem är formad att anpassa sig till handleden för en bekväm passform hela dagen. Ansiktet har en upplyst digital avläsning av den aktuella tiden och stoppur funktioner. </ P>
<Ul>
<Li> japanska kvarts rörlighet. </ Li>
<Li> Strap passar 5"" till 6,0"" . </ Li>
</ Ul>",
24-WG02,luma_se_sv,Didi Sport Armbandsur,"<P> Didi Sport Watch hjälper dig att hålla din träning plan ner till den andra. Den vertikala, digital ansikte ser elegant och futuristisk. Denna klocka är programmerad med massor av användbara funktioner som en timer, en väckarklocka, en stegräknare, och mer för att göra din träning mer produktiv. </ P>
<Ul>
<Li> Digital display. </ Li>
<Li> LED-bakgrundsbelysning. </ Li>
<Li> Gummi rem med spänne lås. </ Li>
<Li> 1 års garanti. </ Li>
</ Ul>",
240-LV04,luma_se_sv,Nybörjar Yoga,"<P> Nybörjar Yoga startar du den väg mot styrka, balans och mental fokus. Med denna video ladda ner, behöver du inte vara en stor idrottsman eller gym guru att lära sig de bästa och mest grundläggande tekniker för yoga foundation livslångt. </ P>
<Ul>
<Li> Video nedladdning </ li>
<Li> Fem träning. </ Li>
<Li> Balans, styrka och uthållighet. </ Li>
<Li> Flexibilitet och kärna styrka. </ Li>
<Li> Inkluderar modifiering för nybörjare. </ Li>
</ Ul>","<P>
Den svåraste yogaställningar att bemästra är de inlärda felaktigt som en nybörjare. Luma Nybörjar Yoga är ett fantastiskt sätt att bryta sig in i din första yogapass och börja resan till en längre, smalare, friskare kropp. Tryggt hitta vägen in i yoga med denna effektiva men ändå skonsamt program. Du får lära dig rätt inriktning och hur man kringgå vanliga misstag.
</ P>"
240-LV05,luma_se_sv,Livslångt Fitness IV,"<P> Luma livslångt Fitness-serien är en värld erkänt, evidensbaserad träningsprogram som utformats speciellt för personer med fokus på att vara aktiv hela sitt liv. Om de följs regelbundet kommer deltagarna se bättre hjärtfrekvens och blodtryck, ökad rörlighet, minskad ledvärk och allmän förbättring av funktionell kondition och hälsa. </>
<Ul>
<Li> 10 minuters uppvärmning. </ Li>
<Li> 30 minuter av milda aerobics. </ Li>
<Li> 20 minuter av hållfasthet, elasticitet och balans. </ Li>
<Li> Omfattande modifikationer för att variera kondition nivåer. </ Li>
</ Ul>","<P>
Instruktörerna och rutiner som presenteras i livslångt Fitness IV tillhandahålla säkra alternativ för att tjäna alla typer av fysiska förutsättningar och förmågor. Rörelseomfång, kroppskännedom och andas metoder är viktiga verktyg för yogiska egenvård, som är nödvändiga för att upprätthålla vakenhet, hälsa och värdighet under en livstid. Den livslånga Fitness-serien är medveten om att när vi åldras, säkerhet och hållbarhet vår motion blivit lika viktigt som att trycka våra gränser.
</ P>"
240-LV06,luma_se_sv,,"<P> Luma presenterar en innovativ effekt vinyasa yoga klass för mellanliggande och avancerade utövare. Videon kan du takten själv, men mer intensivt arbete ger längre vila. Denna klass är bra för mer avancerade studenter som vill lära sig korrekt inriktning i sin yoga. </ P>
<Ul>
<Li> Inkluderar en uppdelning av 12 olika ställningar. </ Li>
<Li> Chataranga Dandasana och bön twist. </ Li>
<Li> utmanande hållning (sido galande). </ Li>
<Li> 55 minuters rörelse. </ Li>
</ Ul>","<P>
Praxis på denna nedladdnings utbildning video rekommenderas endast för erfarna till avancerade studenter. De med de grundläggande färdigheter som behövs kommer inte vill missa den insikt och råd från världsberömda tränare Erin Renny i dessa exklusiva Luma guidade yoga sessioner. Hela kroppen, arm balans och benstyrka träning engagera, stärka och öka rörligheten.
</ P>"
240-LV07,luma_se_sv,Solo Power Circuit Träning,"<P> Cirkelträning hjälper förvisa tristess traditionella träning. Solo Strömkrets nedladdning låter dig uppleva Luma maximal effektivitet cirkelträning i träningstid du har till förfogande. Lär hemligheter att kasta pounds, minska kroppsfett, Sculpt fantastiska abs och tonen att omforma hela kroppen. Du kommer att känna skillnaden efter bara en krets. </ P>
<Ul>
<Li> Mål abs, armar och ben. </ Li>
<Li> 6 roliga intervalltränings kretsar. </ Li>
<Li> Lätt att följa. </ Li>
<Li> Ingen speciell utrustning behövs. </ Li>
<Li> 43 minuter. </ Li>
</ Ul>","<P>
Många samtida motion trender offra formuläret och precision till förmån för reps och ""PR"" mål. Luma Solo driver Circuit lär tekniker för att hålla dig säker. Men tror inte att du får bort lätt: när det gäller att bygga muskler och bränna fett, kommer dessa rutiner inte svika. En fusion av cirkelträning, yoga, pilates och löpning, ger Solo Ström Circuit ut din svettigaste bäst.
</ P>"
240-LV08,luma_se_sv,Avancerad Pilates & Yoga (Styrka),"<P> Avancerat Pilates & Yoga hjälper dig att öka din flexibilitet och tonen kärnmuskelgrupper genom en uppfriskande träning för hela kroppen. Pilates träning är en grundlig styrka-conditioning session som ökar flexibiliteten, uthållighet och hållning. Yoga träning innehåller arv och nya poser i en kontinuerlig rutin som får dig att känna utmattad och uppfyllt på en gång. </ P>
<Ul>
<Li> Pilates-Yogafusion. </ Li>
<Li> Breathing uppvärmning och nedkylning. </ Li>
<Li> timslånga session. </ Li>
<Li> HD-video. </ Li>
<Ul>","<P>
Ingen utrustning behövs. Advanced Pilates & Yoga (Strength) är en muskel-definiera program som använder balans, hjärt och flexibilitet rörelser med plyometric och kroppsvikt baserade övningar för en all-around, fysiskt krävande träning. De Pilates delar i denna sammanställning föra milda motståndsledare in i de rutiner, som betonar säkerhet, teknik och rörelseomfång.
</ P>"
240-LV09,luma_se_sv,Luma Yoga För Livet,"<Ul> <li> Öka styrka + flexibilitet + metabolism </ li> <li> bränna kalorier + må bra </ li> <li> få energi + ungdomlighet + mental wellness </ li> </ ul> <h3 style = ""margin-top: 30px;""> Hämta beskrivning </ h3> <p> <strong style = ""display: block; marginal: 20px 0 5px;""> Tone upp kropp och själ </ strong> Pro Yoga Instructor och master Practitioner Marie Peale hjälper tonen och forma din kropp med henne uppfriskande ändå skonsam metod. </ p> <p> Du får lära dig att använda yoga för att koppla av, kontrollera stress och öka din kalori-bränning kapacitet, samtidigt som utforskar traditionella och nya yogaställningar att förlänga och förstärka ditt fullständiga muskelstruktur. </ P> <ul> <li> enkel nedladdning </ li> <li> Ljudalternativ: Musik och undervisning eller instruktion endast </ li> <li> Puls tekniker förklaras </ li> <li> Andnings tekniker förklaras < / li> <li> Flytta genom övningar i din egen takt </ li> </ ul> <p> Två 25-minuters träning episoder och en 40-minuters träning episod med uppvärmning och kyla ner: </ p> < p> <strong style = ""display: block; margin: 20px 0 5px;""> Episode 1 </ strong> Creative, rolig session inriktad mot att öppna dina lungor. Kombinerar stretching och andas med fokus på höfter och axlar. </ P> <p> <strong style = ""display: block; marginal: 20px 0 5px;""> Episode 2 </ strong> Ramp upp tempot och energi med kalori-bränning flöden. En stimulerande träningspass införa kropps skulptera makt yoga </ p> <p> <strong style = ""display: block; margin: 20px 0 5px;"">. Episode 3 </ strong> Push din kondition räckvidd och uthållighet med en intensiva serie av stående och golv övningar och poser. . Avsluta denna extra längd session med en meditativ svalna </ p> <h3 style = ""margin-top: 30px;""> instruktör bio </ h3> <p> <strong style = ""display: block; margin: 20px 0 5px; ""> Om Marie </ strong> Marie är utbildad kampsportare och dansare med en BS i bioteknik och över 10 år som en certifierad yogalärare. Marie har studerat yoga i England, Indien och under 2009, vid Ashraqat Ashram Yoga Farm i USA. Hon har undervisat på heltid sedan dess. Hennes fokus på styrka och wellness kombinerar djup kunskap om människans biologi och motivation styrs av villkorslös kärlek för sin publik. </ P>","<P>
Luma grundare Erin Renny på yoga och livslängd. ""Jag kommer inte lovar att du kommer att leva längre med yoga Ingen kan lova att Men ditt liv kommer att vara friskare, mindre stressande och mer fysiskt i samklang när du fokuserar på att ansluta. kropp och själ eller regelbundet. yoga är min favorit sätt att uttrycka detta sammanhang. jag vill dela hemligheter livslångt yoga med någon som är villig att andas och lär med mig.""
</ P>"
24-WG085_Group,luma_se_sv,Sprite Yoga Straps Set,"<P> Stor uppsättning Sprite Yoga Remmar för varje sträcka och hålla dig behöver. Det finns tre remmar i denna uppsättning. 6' , 8' och 10' </ p>
<Ul>
<Li> 100% mjuk och slitstark bomull.
<Li> är Plastic cinch spännet lätt att använda.
<Li> Välj mellan tre naturliga färger gjorda av ftalater och tungmetaller gratis färgämnen.
</ Ul>",
24-WG080,luma_se_sv,,"<P> En väl avrundad yoga träning tar mer än en matta. Sprite Yoga Companion Kit hjälper lager din studio med grunderna du behöver för en fullsortiments träning. Satsen består av fyra mest sålda Luma Sprite tillbehör i ett enkelt paket: statist boll, skumblock, yoga rem, och skum rulle. Välj storlekar och färger och lämna resten till oss. Satsen innehåller: </ p>
<Ul>
<Li> Sprite Statis Ball
<Li> Sprite Foam Yoga Brick
<Li> Sprite Yoga Strap
<Li> Sprite Foam Roller
</ Ul>",
243-MB04,luma_se_sv,Luma Presentkort (post),"En Luma presentkort är speciellt insvept i en anpassad konst mailer och skickas utan kostnad till din speciella någon. Det kan lösas i butiken, via telefon eller på någon av Luma familjen av webbplatser. Det kommer aldrig att upphöra. Ge en gåva av köpkraft!",
243-MB09,luma_se_sv,Luma Presentkort (virtuell),En Luma virtuellt presentkort är mailade med en valfri meddelande till din speciella någon. Det kan lösas på någon av Luma familjen av webbplatser och kommer aldrig att upphöra. Ge en gåva av köpkraft!,
MH01,luma_se_sv,,"<P> Perfekt för kallt väder utbildning eller arbete utomhus, den Chaz Hoodie lovar överlägsen värme med varje slitage. Tjocka material blockerar vinden som mudd och nedre bandtätning i kroppsvärme. </ P>
<P> & bull; Tvåfärgade grå ljung hoodie <br /> & bull. Dragsko-justerbar huva. <br /> & bull; Maskintvätt / torr. </ P>",
MH02,luma_se_sv,,"<P> Det här Teton Pullover ger dig mer än avspänd stil. Den är utrustad med fukttransporterande tyg för att hålla ljus och torr inuti, särskilt i kyligt väder träning. En elastisk fåll kan du röra sig fritt. </ P>
<P> & bull; Black pulloverhoodie <br /> & bull. Mjuk, borstad interiör. <br /> & bull; Främre handfickor. <br /> & bull; Maskintvätt / torr. </ P>",
MH03,luma_se_sv,,"<P> Bo bekvämt och vistelse i loppet oavsett hur vädret är upp till. Bruno Tävla Hoodie s vattenavvisande yttre skärmar dig från elementen, medan avancerad tyg teknik inuti vekar fukt för att hålla dig torr. </ P>
<P> & bull; Full zip svart hoodie pullover. <br /> & bull; Justerbar dragsko huva. <br /> & bull; Ribbade muddar / midjebandet. <br /> & bull; Känguruficka. <br /> & bull; Maskintvätt / torr. </ P>",
MH04,luma_se_sv,Frankie Tröja,"<P> Frankie tröjan är din bästa vän på lång eftermiddag stadion snäppa eller vintern Trailcampingplatser. Den mjuka fleecetyg håller dig toasty som fukttransporterande teknik sparkar i när solen kommer ut. </ P>
<P> & bull; Ljusgrön crewneck sweat <br /> & bull. Handfickor <br /> & bull. Avslappnad passform <br /> & bull. Maskintvätt / torr. </ P>",
MH05,luma_se_sv,Hollister Backyard Tröja,"<P> Kick off helgen i Hollister Backyard tröjan. Oavsett om du kratta löv eller vända hamburgare, detta bekväma skikt blockerar bett av skarpa höstluften. Puffy tjock från huva till fållen, fångar den värme mot din kärna. </ P>
<P> & bull; Cream crewneck tröja med marinblå ärmar / trim <br /> & bull. Avslappnad passform. <br /> & bull; Mudd i ärmslut och nertill. <br /> & bull; Maskintvätt / torr. </ P>",
MH06,luma_se_sv,,"<P> Du behöver inte bells och visselpipor när prestanda talar för sig själv. Den fullständiga zip Stark Fundamental Hoodie ger precis vad du behöver. Huva och fleecefoder hålla dig varm, medan andas och transporterande tekniken inte kommer att låta dig överhettas. </ P>
<P> & bull; Navy specked fullt vinandehoodie <br /> & bull. Mudd i ärmslut, banded midja <br /> & bull. Sidofickor. <br /> & bull; Maskintvätt / torr. </ P>",
MH07,luma_se_sv,,"<P> grått och svart färg blockerar du skiljer dig som hjälten Hoodie värmer på bussen, campus eller kalla Mean Streets. Sneda icke stora fickor hålla stil äkta. . . bekvämt. </ p>
<P> & bull; Full-zip grått och svart hoodie <br /> & bull. Ribbad kant <br /> & bull. Standard fit <br /> & bull. Dragsko huva cinch <br /> & bull. Vattenbeständig beläggning. </ P>",
MH08,luma_se_sv,,"<P> kyliga vädret är bara en ursäkt för att kasta på din toasty, vacker ny Oslo Trek Hoodie. Den har en justerbar dragsko huva och känguruficka för extra hand värme. Den ultramjuk kommer mysigt foder har du önskar för mer livlig dagar. </ P>
<P> & bull; Brun hoodie med svarta detaljer <br /> & bull. Pullover. <br /> & bull; Justerbar dragsko huva. <br /> & bull; Ribbade muddar / midjebandet. <br /> & bull; Maskintvätt / torr. </ P>",
MH09,luma_se_sv,,"<P> Det tog Cooltech ™ väder kläder know-how och massor av vindresistent tyg för att få avskyvärda Hoodie precis lagom. Det är aggressivt varm när den behöver vara, samtidigt som din komfort i mildare klimat. </ P>
<P> & bull; Blå ljung hoodie <br /> & bull. Avslappnad passform. <br /> & bull; Fukttransporterande. <br /> & bull; Maskintvätt / torr. </ P>",
